sdg,abstract,id,sdg_desc_short,sdg_desc_long
9,"Long-term relationships: static gains and dynamic inefficiencies In the 1980s the Japanese “keiretsu” system of interconnected business groups was praised as a model to emulate, but since then Japan has often been criticized for being less innovative than the United States. In this paper we connect the two views and argue that tight business relationships can create dynamic inefficiencies and reduce broad innovations. In particular, we consider the repeated interaction between final good producers and intermediate input suppliers, where the provision of the intermediate input is noncontractible. We build a cooperative equilibrium where producers can switch suppliers and start cooperation immediately with new suppliers. We first consider broad innovations: every period, one supplier has the opportunity to create a higher quality input that can be used by all producers. Since relationships are harder to break in the cooperative equilibrium the market size for potential innovators is smaller and the rate of innovation might be lower than in the noncooperative equilibrium. We contrast this with a setting with relationship-specific innovations that we show are encouraged by the establishment of relational contracts. We illustrate the predictions of the model using the recent business history of the United States and Japan and further use patent data to show that U.S. patents are more general than Japanese and even more so in sectors using more differentiated inputs.",oai:www.zora.uzh.ch:145639,"Industry, Innovation and Infrastructure","Aims to build resilient infrastructure, promote inclusive and sustainable industrialization, and foster innovation."
13,"The Foreign Ministry sets the overall strategic direction, while implementation is the responsibility of the Austrian Development Agency (Chapter 3). Funding is provided by federal ministries, the Lander and municipalities. Austria provided USD 1.11 million (0.28% of gross national income) in total ODA in 2012, slightly below the average for members of the OECD Development Assistance Committee (DAC). According to DAC figures, only USD 6.2 million of Austrian bilateral ODA in 2011 (USD 2.3 million in 2010) was identified as having climate change adaptation as a principal objective, with a further USD 8.9 million of projects having adaptation as a significant objective (USD 3.3 million in 2010).",,,
14,"It then provides a review of the valuation literature on marine protected areas, drawing on studies from around the world. It concludes with a brief overview on how cost-benefit analysis can be used to inform MPA decision making. This infonnation allows decision makers to evaluate the net economic benefits to society from investing in an MPA.",,,
5,"Gender bias and credit access We extract an exogenous measure of gender bias from survey responses by descendants of U.S. immigrants on questions about the role of women in society. We then use data on around 6,000 small business firms from 17 countries and find that in high-gender-bias countries, female entrepreneurs are more likely to opt out of the loan application process and to resort to informal finance, even though banks do not appear to actively discriminate against them. These results are not driven by credit risk differences between female- and male-owned firms or by any idiosyncrasies in the set of countries in our sample.",oai:www.zora.uzh.ch:132259,Gender Equality,Aims to achieve gender equality and empower all women and girls.
13,"Tree diversity enhances stand carbon storage but not leaf area in a subtropical forest Research about biodiversity–productivity relationships has focused on herbaceous ecosystems, with results from tree field studies only recently beginning to emerge. Also, the latter are concentrated largely in the temperate zone. Tree species diversity generally is much higher in subtropical and tropical than in temperate or boreal forests, with reasons not fully understood. Niche overlap and thus complementarity in the use of resources that support productivity may be lower in forests than in herbaceous ecosystems, suggesting weaker productivity responses to diversity change in forests. We studied stand basal area, vertical structure, leaf area, and their relationship with tree species richness in a subtropical forest in south-east China. Permanent forest plots of 30 x 30 m were selected to span largely independent gradients in tree species richness and secondary successional age. Plots with higher tree species richness had a higher stand basal area. Also, stand basal area increases over a 4-year census interval were larger at high than at low diversity. These effects translated into increased carbon stocks in aboveground phytomass (estimated using allometric equations). A higher variability in tree height in more diverse plots suggested that these effects were facilitated by denser canopy packing due to architectural complementarity between species. In contrast, leaf area was not or even negatively affected by tree diversity, indicating a decoupling of carbon accumulation from leaf area. Alternatively, the same community leaf area might have assimilated more C per time interval in more than in less diverse plots because of differences in leaf turnover and productivity or because of differences in the display of leaves in vertical and horizontal space. Overall, our study suggests that in species-rich forests niche-based processes support a positive diversity–productivity relationship and that this translates into increased carbon storage in long-lived woody structures. Given the high growth rates of these forests during secondary succession, our results further indicate that a forest management promoting tree diversity after disturbance may accelerate CO2 sequestration from the atmosphere and thus be relevant in a climate-change context.",oai:www.zora.uzh.ch:131341,Climate Action,Aims to take urgent action to combat climate change and its impacts.
16,"On his first full day in office, President Barack Obama signed an Executive Memorandum committing to create ‘an unprecedented level of openness in Government’ and ‘a system of transparency, public participation, and collaboration’ to strengthen democracy, ensure the public trust, and ‘promote efficiency and effectiveness in Government’ (White House, 2009). The theory behind this Open Government Initiative (OGI) was threefold: transparency promotes accountability and provides information for the public, participation enhances government effectiveness and the quality of decision making, and collaboration engages Americans in the work of their government. This movement has expanded internationally, there is now an Open Government Partnership among a community of nations (Open Government Partnership, 2012).",,,
1,"However, given the strong and rising incidence of poverty among younger individuals, in particular among families with children, there may now be a case for focusing social expenditures more on these groups than in the past. Raising the distributional impact of social expenditures can be achieved both by optimising the spending mix across different social expenditure items and by improving the targeting of existing benefits to those most in need, including by consolidating overlapping benefits and closing loopholes. Working age is defined as 18-65 years old.",,,
11,"Developing policy proposals on collective ministerial responsibility could serve the public interest, so that it is possible to work across institutional lines to develop the best possible policy. To promote sustainable and inclusive urban development, Kazakhstan needs to improve the efficiency of data collection at the city level and provide reliable quantitative analysis of urban issues. This leaves SNGs with few internal financial resources and a lack of incentives to develop their own tax base. The most important taxes go to the central government’s budget and are distributed to regional governments.",,,
9,"However, the introduction of 3G networks increased speeds nearly ten times from earlier technologies, allowing much faster to the internet and made video streaming possible. Only eight years later, in December 2009, the first LTE network (commonly referred to as 4G) was launched in Sweden and Oslo, with a ten-fold increase in speeds over 3G networks. By 2016, both 3G and LTE networks had been deployed in most countries, and more than 80% of the world's population had access to 3G networks and two-thirds had access to LTE networks. ( Mobile (left) and fixed (right) broadband subscriptions per 100 inhabitants Mobile broadband subscriptions per 100 inhab.",,,
8,"Do Immigrants Take or Create Residents’ Jobs In 2002, Switzerland began to adopt free movement of workers with the European Union. We study the effects of the resulting immigration wave on resident workers. We focus on the level of national skill groups and propose an Instrumental Variable approach to address the endogeneity of immigration in this setting. Mostly relying on administrative data on the 2002–2011 period, we find that immigration of foreign workers reduced unemployment of residents and had limited adverse effects on their wages and employment. One reason is that younger residents changed to more demanding jobs as a response to the arrival of immigrants.",oai:www.zora.uzh.ch:157491,Decent Work and Economic Growth,"Aims to promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all."
5,"International conventions guide signatories to emphasise women’s equality' and promote a vision of inclusive governance for women in both rural and urban areas. Many countries aim to advance gender equality through national reform agendas that adopt new laws and institutional arrangements aimed to increase women’s access to justice and protection of their physical integrity. Civil society organisations in the region are active in promoting awareness of women’s rights and advocating for greater gender equality. These efforts need further strengthening to be sustainable, to have a genuine impact on eliminating discriminatory provisions embedded in many laws across the region, and to build institutions capable of protecting women’s rights and granting equal access to justice. This chapter assesses the legal, policy and institutional frameworks guiding some of the key areas of family relations and private life in the MENA region, which ultimately impact women’s ability to fully participate in economic and public life.",,,
6,"In addition, the company manages 1,800 km of flood protection structures. Since 2003, new machinery has been acquired and there has been an increase in the yearly budget. Currently, JSCAWE is able to clean every year some 1,000 km of irrigation channels (400 km in 2003) and 400 km of flood protection structures (100 km in 2003).",,,
11,"The authorities need therefore to look for solutions that secure investments into public transport infrastructure and vehicles and keep the ticket fares at an affordable level. This would be important for all cities, however, it may be of particular importance for cities, where the proportion of public transport in comparison to car use is still negligible. To balance the needs for economic and social sustainability, cities have tried setting fares for cost-recovery and offering targeted subsidies for specific segments of the population.",,,
10,"Public action is not sufficient to offset the relatively higher rate of poverty among children. Consumption among children and youth in the region is basically financed through private channels, especially for early childhood. Whereas in the European countries and the United States, about 47% of consumption among children and youth under the age of 24 is publicly financed, in the Latin American countries the government contributes less than 25% of the total, with the remaining 75% provided by the family (Mason and Lee, 2011). In such unequal societies with such divergent fertility patterns between socioeconomic groups, this means that a high proportion of children will not receive adequate investment in their nutritional, health or educational development.",,,
1,"Child supplement in Panel B covers support which granted to low income families outside the social assistance. In so far as these additional benefits do not reduce the social assistance amount in full, they are included together with social assistance in minimum income protection. This may, for example, concern child and housing benefits as well as refundable tax-credits. If child benefits do not reduce social assistance, they are counted separately as child supplements.",,,
7,"Pedersen sees a number of European, Canadian and Australian pension funds active in the same space with good opportunities for cooperation. The fund is also working with EKF, Denmark’s export credit agency to provide long-term financing of export credits to allow foreign enterprises to obtain loans to place renewable energy orders with Danish companies. In 2009 PGGM committed capital to the BNP Paribas Clean Energy Fund on behalf of its clients.",,,
9,"The first attempts to modernize simply replaced the single huge engine with a huge electric motor, changing little. The drive-shafts were replaced by wires, the huge steam engine by dozens of small motors. Factories spread out, there was natural light, and room to use ceiling-slung cranes. Workers had responsibility for their own machines, they needed better training and better pay. The electric motor was a wonderful invention, once we changed all the everyday details that surrounded it.",,,
7,"Discovery of Open Cubane Core Structures for Biomimetic LnCo3 (OR)4 Water Oxidation Catalysts Bio-mimetic catalysts such as LnCo3(OR)4 (Ln=Er, Tm; OR=alkoxide) cubanes have recently been in the focus of research for artificial water oxidation processes. Previously, the remarkable adaptability with respect to ligand shell, nuclear structure as well as protonation and oxidation states of those catalysts has been shown to be beneficial for the water oxidation process. We further explored the structural flexibility of those catalysts and present here a series of novel structures in which one metal center is pulled out of the cubane cage. This leads to an open cubane core, which is to some extent reminiscent of observed open/closed cubane-core forms of the oxygen-evolving complex in nature's photosystem II. We investigate how those open cubane core models alter the thermodynamics of the water oxidation cycle and how different solvation approaches influence their stability.",oai:www.zora.uzh.ch:143471,Affordable and Clean Energy,"Aims to ensure access to affordable, reliable, sustainable, and clean energy for all."
3,"Chronic disruptive pain in emerging adults with and without chronic health conditions and the moderating role of psychiatric disorders: Evidence from a population-based cross-sectional survey in Canada BACKGROUND AND AIMS: There has been a growth in the proportion of emerging adults vulnerable to pain-related sequelae of chronic health conditions (CHCs). Given the paucity of research during this important developmental period, this study investigated the association between CHCs and chronic disruptive pain among emerging adults and the extent to which psychiatric disorders moderate this association. METHODS: Data come from the 2012 Canadian Community Health Survey - Mental Health (CCHS-MH). This cross-sectional survey included 5987 participants that were 15-30 years of age and self-reported their CHCs (n=2460, 41%) and the extent to which pain impacted daily functioning using items from the Health Utilities Index Mark 3 (HUI 3). Group comparisons between respondents with CHCs and healthy controls were made using chi-square tests. Odds ratios (OR) and 95% confidence intervals (CI) were computed from ordinal logistic regression models adjusting for sociodemographic covariates. Product-term interactions between CHCs and psychiatric disorders were included in the models to explore moderating effects. All analyses were weighted to maintain representativeness of the study sample to the Canadian population. RESULTS: The mean age of participants was 23.5 (SE 0.1) years and 48% were female. Compared to healthy controls, a greater proportion of participants with CHCs reported having chronic pain (20.3% vs. 4.5%, p<0.001). Among those with chronic pain, respondents with CHCs reported a greater number of activities prevented because of chronic disruptive pain (χ2=222.28, p<0.001). Similarly, in logistic regression models, participants with CHCs had greater odds of reporting chronic disruptive pain (OR=4.94, 95% CI=4.08-5.99). Alcohol (β=-0.66; p=0.025) and drug abuse/dependence disorders (β=-1.24; p=0.012) were found to moderate the association between CHCs and chronic disruptive pain. Specifically, the probability of chronic disruptive pain was higher for emerging adults without CHCs and with alcohol or drug disorders; however, among participants with CHCs, probability was higher for those without these disorders. CONCLUSIONS: There is a robust association between CHCs and chronic disruptive pain. The moderating effects suggest that alcohol or drug disorders are especially harmful for emerging adults without CHCs and contribute to higher levels of chronic disruptive pain; however, among those with CHCs, alcohol and illicit drugs may be used as a numbing agent to blunt chronic disruptive pain. IMPLICATIONS: Findings from this study have implications for the integration and coordination of services to design strategies aimed at managing chronic disruptive pain and preventing pain-related disabilities later in life. Within the health system, healthcare providers should engage in dialogues about mental health and substance use regularly with emerging adults, be proactive in screening for psychiatric disorders, and continue to monitor the impact of pain on daily functioning. Given the age range of emerging adults, there is tremendous opportunity for clinicians to work cooperatively with colleagues in the education system to support emerging adults with and without CHCs. Overall, clinicians, researchers, educators, and those in social services should continue to be mindful of the complex interrelationships between physical and mental health and chronic disruptive pain and work cooperatively to optimize health outcomes and prevent pain-related disabilities among emerging adults.",oai:www.zora.uzh.ch:148344,Good Health and Well-being,Aims to ensure healthy lives and promote well-being for all at all ages.
6,"Organic matter from wastewater discharges results in a transboundary impact. While the quality of groundwater had been reported as, in general, very good, and often used for water supply without or with very little treatment in the former Yugoslav Republic of Macedonia, the occurrence of nitrogen, pesticides, heavy metals, pathogens, industrial organics and hydrocarbons in the Gevgelija/Axios-Vardar (No. The salinization observed is of natural origin.",,,
10,"However, connecting these factors with overall earnings inequality and household income inequality is not straightforward, as regulatory and policy reforms may have counteracting effects on employment and wage inequality among workers. When assessing the possible causes of increased inequality, three main issues require particularly precise definition. They are: i) inequality itself, ii) globalisation, and iii) reference populations.",,,
4,"The cost of underperformance and underinvestment in education is rising. These forces also make stakeholders more demanding. Reform is more easily undertaken in """"""""crisis"""""""" conditions, although the meaning of """"""""crisis"""""""" might be somewhat different in education. The shock involved is likely to be something that alters perceptions of the education system (see Chapter 1) rather than an event that suddenly affects its ability to function.""""",,Quality Education,
8,"In many countries, the coverage of reporting requirements or injury compensation, and thus the coverage of the statistics, is limited to certain types of workers such as employees only or insured workers only. If the numerator and denominator derive from different sources, this should be clearly specified. Furthermore metadata should specify (i) whether the data relate to cases of occupational injury which have been reported (to an accident notification system or to an accident compensation scheme), compensated (by an accident insurance scheme) or identified in some other way (for example through a survey of households or establishments) and (ii) whether cases of occupational injury due to commuting accidents are included in the statistics.",,,
16,"Contemporary global crime and cross-border law enforcement cooperation have multiplied “foreign affairs prosecutions,” cases that encompass foreign apprehension, evidence gathering, and criminal conduct, as well as cases that implicate foreign nations’ criminal justice interests. Robert Mueller’s Russia investigation, the fugitive Edward Snowden, and the cross-border crimes of FIFA and El Chapo all exemplify such foreign affairs prosecutions. This Article argues that foreign affairs prosecutions represent a consequential shift in U.S. criminal law, offering the promise of closing global impunity gaps. At the same time, however, such cases risk defendant interests at home and U.S. foreign policy abroad. This Article calls for greater congressional engagement and judicial oversight to minimize such risks while still promoting accountability for cross-border, cyber, and international crime.",,,
14,"As has been mentioned already, the small scale fishers were exempt from the ITQ system when it was first implemented, mostly due to fears that they would be bought out of the industry. Various measures were taken to safeguard their livelihoods while at the same time there was an increased pressure on this fleet to adopt some form of quotas to limit their catches. To increase employment in coastal communities, fishers using a long-line that is baited onshore have been allowed to double their catches in demersal (living near the bottom) species.",,,
3,"Toxin genes and cytotoxicity levels detected in Bacillus cereus isolates collected from cooked food products delivered by Swiss Army catering facilities Heated food is known to be often contaminated with B. cereus, leading to cases of diarrhoeal or emetic diseases. Battalion kitchens or army catering facilities present a food safety risk, as temperature abuse and long storage time can result in serious public health problems affecting a high number of served people. In contrast to civil catering facilities, no microbiological monitoring systems are currently implemented in Swiss military kitchens. In this study toxin gene profiles and cytotoxicity levels of 21 isolates of B. cereus originating from six different food categories were determined. Nearly all isolates (95%) harbored the nhe gene, whereas no hbl could be detected. Seven isolates displayed the cytK2 gene and one cereulide-producer was isolated out of vegetables. While most isolates displayed low cytotoxicity, highly cytotoxic strains were detected, with three isolates even exceeding the cytotoxicity level of the reference strain for high-level toxin production, underpinning that cytotoxicity cannot be deduced only from presence or absence of toxin genes. These findings further underline the importance of rapid cooling of foods or maintenance over 65°C before serving. This is especially important in mass catering facilities, such as military kitchens, in which food is often prepared a long time in advance.",oai:www.zora.uzh.ch:167858,Good Health and Well-being,Aims to ensure healthy lives and promote well-being for all at all ages.
14,"The principal conservation measures are enshrined in the Wild Salmon and Sea Trout Tagging Scheme Regulations, which are revised on an annual basis and provide for the introduction of salmon conservation measures. Since 2007, the harvest of salmon, by commercial and recreational (angling) means, has been restricted to those stocks of rivers that are meeting their conservation limits. A fund of EUR 30 million was allocated for the purpose and 1 171 former licence holders received payments aligned with the previous catch history on the basis that they undertook not to engage in the fishery in future.",,,
16,"In 2003, the International Conflict Resolution Centre at the University of Melbourne, Australia, produced a primary school teaching manual for UNESCO Vietnam. The finished manual included lesson plans and materials for a five year, 50 lesson peace education course. The manual is one of the first examples of a systematic core national curriculum in peace education worldwide. Development of the Teaching Manual posed a number of challenges including differences in language, culture, government and education system. To meet these challenges, a participatory action research approach was central in the project's development and curriculum design. This case study is offered as a model for effective cross-cultural curriculum development of peace education materials. In particular, the use of games and reflective materials and the use of UNESCO's peace keys are outlined as innovative outcomes of the project.",,,
15,"Cross-ecosystem carbon flows connecting ecosystems worldwide Ecosystems are widely interconnected by spatial flows of material, but the overall importance of these flows relative to local ecosystem functioning remains unclear. Here we provide a quan- titative synthesis on spatial flows of carbon connecting ecosystems worldwide. Cross- ecosystem flows range over eight orders of magnitude, bringing between 10−3 and 105 gC m−2 year−1 to recipient ecosystems. Magnitudes are similar to local fluxes in freshwater and benthic ecosystems, but two to three orders of magnitude lower in terrestrial systems, demonstrating different dependencies on spatial flows among ecosystem types. The strong spatial couplings also indicate that ecosystems are vulnerable to alterations of cross-ecosystem flows. Thus, a reconsideration of ecosystem functioning, including a spatial perspective, is urgently needed.",oai:www.zora.uzh.ch:158440,Life on Land,"Aims to protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification, and halt and reverse land degradation and halt biodiversity loss."
11,"Through a collaborative effort among Ghananian-based professionals, local community members and international experts, the initiative developed strategies to convert a two-acre plot of land into an urban green space. Not only do roads ensure population mobility, they foster the local economy and prosperity in general. Between 30 and 35 per cent of a city's land area should be reserved for this essential urban backbone, in order to prioritise active and public transport.2 With limited to no streets, slums are socially and economically weak and disconnected from the rest of urban areas. In planned city areas, the street space may be unequally distributed or designed in favour of active and public transportation, the modes of mobility children and their families depend on.",,,
8,"Opening up the telecommunications network to private providers can increase competition, potentially reducing costs and improving service quality. Liberalisation of the telecommunications sector, opening mobile and internet markets to competition and establishing independent regulation can help to sustain and accelerate private sector-led economic growth (World Bank, 2015b). The 2011 events and aftermath heightened the many challenges faced by the Libyan labour market. These include overemployment in the bloated public sector, high unemployment - especially among youth and w'omen - low job creation, w'eak social protection and a lack of social dialogue. Libya’s resource curse further distorts the labour market and prevents it from functioning properly.",,,
3,"PTSD in Children Below the Age of 6 Years PURPOSE OF REVIEW: This review summarizes the latest evidence and developments in the validation of PTSD diagnostic criteria for children 6 years and under (PTSD<6Y), discusses the limitations of the current diagnostic criteria, and highlights areas for future research.  RECENT FINDINGS: Research has found that the DSM-5 PTSD<6Y, and a similar version in the DC:0-5, currently provides the most developmentally sensitive classification of PTSD for young children. In contrast, preliminary evidence suggests that the ICD-11 criteria might not appropriately capture PTSD in young children. The inclusion of PTSD<6Y, the first developmental subtype in the DSM-5, represents an important step towards having a diagnostic system that is developmentally sensitive and relevant across the life span. However, further validation work and research with regard to the definition of trauma and functional impairment as well as with the age-appropriate description of symptoms is needed, especially in the youngest age group (0-3 years).",oai:www.zora.uzh.ch:157048,Good Health and Well-being,Aims to ensure healthy lives and promote well-being for all at all ages.
14,"This project will also assemble its outputs on the state of the marine ecosystems and shared living marine resource in the region as a comprehensive web-based dashboard. By enabling the pooling of data repositories, software, methodologies and expertise, iMarine aims to deliver cost-efficient data services. It will also expand its scope to other areas of blue growth, such as traceability of fishery products, spatial planning, and socio-economic and environmental performance of aquaculture.",,,
7,"The reforms began with a reduction in gasoline and diesel subsidies. To manage the impacts of reforms, fuels that place a disproportionate burden on the poorest were originally excluded. The reduction in subsidies to fossil fuels has been coupled with a commitment to increasing the role of renewable energy, particularly solar energy.",,,
13,"There can also be linkages between such monitoring exercises and other work streams under the UNFCCC, such as work under the Nairobi Work Programme on development and dissemination of information and knowledge. It also outlines some of the national and international benefits from identifying, collating and reporting adaptation information. However, information contained in these adaptation components varies greatly in terms of: timescale, focus areas/sectors, overarching objectives, qualitative or qualitative indicators about adaptation actions, financial needs, references to other documents (e.g. National Adaptation Plans), and monitoring and evaluation provisions.",,,
15,"Evolution increases ecosystem temporal stability and recovery from a flood in grassland communities Understanding factors that increase ecosystem stability is critical in the face of environmental change. Biodiversity plays a key role in buffering ecosystems against disturbances such as extreme climatic events. The evolution of biological communities within their local environment may also increase ecosystem stability and resilience, but this has yet to be tested. Here, we provide evidence for such evolutionary effects using a long-term grassland biodiversity experiment. Communities of plants with a history of co-occurrence (co-selected communities) were temporally more stable at low diversity than the same communities of plants with no such history (naïve communities). Furthermore, co-selected communities exhibited greater recovery following a major flood, resulting in more stable post-flood productivity. These results demonstrate that community evolution can increase ecosystem stability under normal circumstances and in response to extreme disturbance, but also suggest that high diversity can in part compensate for evolutionary naïvety.",oai:www.zora.uzh.ch:164938,Life on Land,"Aims to protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification, and halt and reverse land degradation and halt biodiversity loss."
8,"Marginal jobs and job surplus: a test of the efficiency of separations We present a sharp test for the efficiency of job separations. First, we document a dramatic increase in the separation rate – 11.2ppt (28%) over five years – in response to a quasi-experimental extension of UI benefit duration for older workers. Second, after the abolition of the policy, the ""job survivors"" in the formerly treated group exhibit exactly the same separation behavior as the control group. Juxtaposed, these facts reject the ""Coasean"" prediction of efficient separations, whereby the UI extensions should have extracted marginal (low-surplus) jobs and thereby rendered the remaining (high-surplus) jobs more resilient after its abolition. Third, we show that a formal model of predicted efficient separations implies a piece-wise linear function of the actual control group separations beyond the missing mass of marginal matches. A structural estimation reveals point estimates of the share of efficient separations below 4%, with confidence intervals rejecting shares above 13%. Fourth, to characterize the marginal jobs in the data, we extend complier analysis to difference-in-difference settings such as ours. The UI-indiced separators stemmed from declining firms, blue-collar jobs, with a high share of sick older workers, and firms more likely to have works councils – while their wages were similar to program survivors. The evidence is consistent with a ""non-Coasean"" framework building on wage frictions preventing efficient bargaining, and with formal or informal institutional constraints on selective separations.",oai:www.zora.uzh.ch:162794,Decent Work and Economic Growth,"Aims to promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all."
7,"New technologies are the result of a complex process of scientific advances, learning by doing, and directed and spillover efforts in the private and the public sectors (IPIECA 2006). Dominant energy users and equipment suppliers jointly determine the development of new technology. And transitions in major energy technologies often take decades, requiring massive infrastructure investments, even for superior technologies.",,,
6,"While developed countries have substantial resources available to spend on addressing water issues, developing countries often have far fewer resources, and as a result, water stress can be a much greater problem. In Africa, for example, despite abundant water resources at the continental scale, only 4% of the total available freshwater supply is currently accessed for human use (UN, 2007), thereby creating water stress problems in many African countries. Consequently, worldwide assessments of water resources can be misleading and measures of water stress need to be undertaken at a regional scale which accounts for both demand and supply of water, as well as the level of economic development.",,,
4,Minimum standards of teacher education are ensured by the accreditation and approval of all teacher education programmes by the NZTC. All teacher education providers with programmes approved by the NZTC must demonstrate how they enable students to reach the Graduating Teacher Standards. Providers guarantee that students have met these standards and are “fit to be a teacher” when they graduate from the programme.,,Quality Education,
9,"Identifying promising objectives for a sustainable HCI pattern language Sustainable HCI can still be considered a relatively young field; yet, it has seen a variety of recent contributions investigating previous approaches and raising questions on how to go forward. As such, the field would greatly benefit from an effort to summarize existing solutions, avoiding reinventing the wheel but also identifying blank spots of missing research. Design patterns offer such an approach. Established in the domain of architecture, successfully utilized to date in software engineering, and having been applied to a variety of areas in HCI, design patterns have a rich history from which the SHCI community can learn and use it to its advantage. We examine previous approaches of design patterns and based on those insights lay out a set of challenges and opportunities for their application to SHCI. As our analysis highlights, patterns can be geared towards recording knowledge or as a tool for outward communication, and given the state of the field, we believe the first objective is the more feasible and more promising starting point.",oai:www.zora.uzh.ch:125336,"Industry, Innovation and Infrastructure","Aims to build resilient infrastructure, promote inclusive and sustainable industrialization, and foster innovation."
15,"Knowing the past to forecast the future: a case study on a relictual, endemic species of the SW Alps, Berardia subacaulis Future climate change may lead to a substantial loss of biodiversity, particularly affecting mountain regions, including the Alps. Range-size reduction in high mountain plant species is predicted to be more pronounced for endemic species. Investigating the broad temporal spectrum of range shifts is important for the conservation of biodiversity, since learning how species responded to climate change in the past provides useful insights on how they might react to warming trends in the present and future. Using species distribution models and an ensemble forecasting approach, we explored how the distribution of Berardia subacaulis, a monospecific genus endemic of the south-west Alps, may be affected by past and future projected climate change. During the last interglacial, the habitat suitability of Berardia was lower than present and a progressive increase was observed from the last glacial maximum until now. In the future, Berardia appears to lose more than 80 % of its range, becoming endangered by 2050. Our results suggest that Berardia probably survived past warmer periods in situ, expanding its distributional range during cooler periods. The severe future range contraction predicted for Berardia reflects similar results for other endemic species. As Berardia represents an interesting model species to evaluate the effects of climate warming on range size and shifts, demographic and precise range monitoring may be undertaken on this species.",oai:www.zora.uzh.ch:111309,Life on Land,"Aims to protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification, and halt and reverse land degradation and halt biodiversity loss."
5,"This survey also covers Georgia but excludes Turkmenistan. To avoid the """"""""add-women-and-stir"""""""" approach (Hondagneu-Sotelo, 2003), the study is designed to consider gender not as at the category """"""""sex"""""""" used in quantitative data but rather to interpret gender in the framework of social relations arising in connection with ideas of masculinity and femininity. To do so, both quantitative and qualitative data are used in this study.""""",,,
2,"Improvement of soil structure through organic crop management, conservation tillage and grass-clover ley Conventional tillage is a widespread soil management practice that controls weeds and promotes nutrient mineralization at the expense of a degraded soil structure and soil carbon (C) loss. Although C dynamics and soil structure are widely recognized as pivotal to essential environmental and crop-related agroecosystem processes such as belowground C storage and crop root establishment, there is still a need to evaluate cropping practices most favorable for soil structure. For example, the effects on soil structure by continuous intensive tillage after a ley period remains unclear. To address these issues, we measured mean weight diameter, total C and total nitrogen (N) in whole soil and water-stable aggregate fractions after a 4-year arable crop rotation on a Cambisol where organic and conventional management was combined with intensive tillage and different types of conservation tillage. Measurements were repeated following a 2-year grass-clover ley period. Results showed that 4 years of organic management (including the application of cattle manure slurry) combined with reduced tillage significantly improved soil structure through increasing the proportion of large macroaggregates and hence the aggregate mean weight diameter (MWD) in the 0-6 cm soil layer. Although an increase in MWD after ley was observed in organic intensive tillage and a marginal increase in conventional intensive tillage, a significant increase in total C was observed only for the organic cropping systems, which also showed a high C stratification between 0-6 cm and 6-20 cm depth. Thus, a ley period enhances soil structure after continuous cropping under intensive tillage and when organic management is combined with reduced tillage. In conclusion, soil structure is best maintained when combining organic management with reduced tillage due to additive effects.",oai:www.zora.uzh.ch:168382,Zero Hunger,"Aims to end hunger, achieve food security and improved nutrition, and promote sustainable agriculture."
1,Combinations of deprivations are highlighted at this stage and estimations are made on the proportion of children suffering from one or multiple deprivations at the same time. The headcount ratio (H) refers to the percentage of children who are multidimensionally deprived. The average intensity (A) is the number of deprivations experience by the deprived as a percentage of all possible deprivations.,,,
6,"This raises two issues for urban water governance: i) re-scaling metropolitan governance may (positively or negatively) affect water governance frameworks, and ii) strategies for metropolitan governance reform may offer interesting models for application in the urban water sector. Evidence from selected OECD metropolitan areas is provided in Table 3.7. The largest functional area, often referred to as the Southeast Region, extends to the Gyeongnam province and Ulsan Metropolitan City. At 6.6 million people, it covers the four largest Dutch cities (Amsterdam, Rotterdam, The Hague and Utrecht), a large number of medium-sized cities, as well as small towns and villages.",,,
8,"Tourism can, of course, pose a risk to the natural and cultural resources of local communities. It is thus imperative that the development of tourism should include local communities from an early stage, as identified for example in the United Nations Educational, Scientific and Cultural Organization “Tourism, culture and development in West Africa” Programme (United Nations Educational, Scientific and Cultural Organization, 2004). For instance, the production of handicrafts requires traditional knowledge22 and local materials but comparatively little finance or infrastructure. Similarly, the tourism sector has much demand for traditional music and tours of local areas, which depend on traditional knowledge and skills.",,,
4,"This means that roughly 800 00015-year-olds in Mexico, 168 000 in France, and around 1.9 million 15-year-olds in Brazil do not yet have the basic knowledge and skills needed to thrive in modern societies. The OECD already offers measurement tools to this end and is committed to improving, expanding and enriching its assessment tools. In December 2016, results from the most recent PISA cycle, involving more than 70 high- and middle-income countries, will become available. Through PISA, countries can also build their capacity to develop relevant data, and while most countries that have participated in PISA already have adequate systems in place, that isn’t true for many low-income countries.",,Quality Education,
